Domain,Title,arXiv_ID,Status
CS,Bitcoin: A Peer-to-Peer Electronic Cash System,UNKNOWN,NO_ID
CS,Ethereum: A Secure Decentralised Generalised Transaction Ledger,UNKNOWN,NO_ID
CS,Zero-Knowledge Succinct Non-Interactive Argument of Knowledge (zk-SNARK),UNKNOWN,NO_ID
CS,Bulletproofs: Short Proofs for Confidential Transactions and More,UNKNOWN,NO_ID
CS,zk-STARKs: Scalable Transparent ARguments of Knowledge,UNKNOWN,NO_ID
CS,Homomorphic Encryption from Learning with Errors,UNKNOWN,NO_ID
CS,Fully Homomorphic Encryption using Ideal Lattices,UNKNOWN,NO_ID
CS,Differential Privacy,UNKNOWN,NO_ID
CS,Secure Multi-Party Computation,UNKNOWN,NO_ID
CS,The PageRank Citation Ranking: Bringing Order to the Web,UNKNOWN,NO_ID
CS,HyperLogLog: the analysis of a near-optimal cardinality estimation algorithm,UNKNOWN,NO_ID
CS,Cuckoo Filter: Practically Better Than Bloom,UNKNOWN,NO_ID
CS,Count-Min Sketch,UNKNOWN,NO_ID
CS,A Fast Algorithm for Computing the Principal Components of a Large Sparse Matrix,UNKNOWN,NO_ID
CS,t-SNE: Visualizing Data using t-SNE,UNKNOWN,NO_ID
CS,UMAP: Uniform Manifold Approximation and Projection for Dimension Reduction,1802.03426,VERIFIED
CS,LightGBM: A Highly Efficient Gradient Boosting Decision Tree,UNKNOWN,NO_ID
CS,CatBoost: unbiased boosting with categorical features,1706.09516,ID_NOT_FOUND
CS,WordPiece Subword Routing,UNKNOWN,NO_ID
CS,Byte Pair Encoding for Neural Machine Translation,1508.07909,ID_NOT_FOUND
CS,SentencePiece: A simple and language independent subword tokenizer and detokenizer for Neural Text Processing,1808.06226,ID_NOT_FOUND
CS,Reasoning with Language Model is Planning with World Model,2305.14992,ID_NOT_FOUND
CS,Q-Learning for Reinforcement Learning,UNKNOWN,NO_ID
CS,Trust Region Policy Optimization (TRPO),1502.05477,ID_NOT_FOUND
CS,Pluribus: Superhuman AI for multiplayer poker,UNKNOWN,NO_ID
CS,Deep Blue: Superhuman computing in Chess,UNKNOWN,NO_ID
CS,AlphaCode: Competition-Level Code Generation with AlphaCode,2203.07814,ID_NOT_FOUND
CS,Evaluating Large Language Models Trained on Code,2107.03374,TITLE_MISMATCH
CS,Copilot: Human-AI pair programming,UNKNOWN,NO_ID
CS,Solving quantitative reasoning problems with language models,2206.14858,ID_NOT_FOUND
CS,A Generalist Agent,2205.06175,VERIFIED
CS,COCO: Common Objects in Context,1405.0312,ID_NOT_FOUND
CS,The Pascal Visual Object Classes (VOC) Challenge,UNKNOWN,NO_ID
CS,Llama 2: Open Foundation and Fine-Tuned Chat Models,2307.09288,VERIFIED
CS,Gemma: Open Models Based on Gemini Research and Technology,UNKNOWN,NO_ID
CS,Mixtral of Experts,2401.04088,VERIFIED
CS,Mistral 7B,2310.06825,VERIFIED
CS,Qwen Technical Report,2309.16609,VERIFIED
CS,RWKV: Reinventing RNNs for the Transformer Era,2305.13048,ID_NOT_FOUND
CS,Mamba: Linear-Time Sequence Modeling with Selective State Spaces,2312.00752,ID_NOT_FOUND
CS,State Space Models for NLP,UNKNOWN,NO_ID
CS,Long-Short Term Memory (LSTM),UNKNOWN,NO_ID
CS,Empirical Evaluation of Gated Recurrent Neural Networks on Sequence Modeling,1412.3555,TITLE_MISMATCH
CS,Hopfield Networks is All You Need,2008.02217,ID_NOT_FOUND
CS,Equivariant Neural Networks,UNKNOWN,NO_ID
CS,Spherical CNNs,1801.06297,ID_NOT_FOUND
CS,Group Equivariant Convolutional Networks,1602.07576,ID_NOT_FOUND
CS,NeRF: Representing Scenes as Neural Radiance Fields for View Synthesis,2003.08934,VERIFIED
CS,Gaussian Splatting for Real-Time Radiance Field Rendering,UNKNOWN,NO_ID
CS,High-Resolution Image Synthesis with Latent Diffusion Models,2112.10752,VERIFIED
CS,Sora: Video generation models as world simulators,UNKNOWN,NO_ID
CS,Imagen: Photorealistic Text-to-Image Diffusion Models with Deep Language Understanding,2205.11487,ID_NOT_FOUND
CS,Midjourney: Advanced text to image,UNKNOWN,NO_ID
CS,DALL-E 2: Hierarchical Text-Conditional Image Generation with CLIP Latents,2204.06125,ID_NOT_FOUND
CS,DALL-E 3: Improving Image Generation with Better Captions,UNKNOWN,NO_ID
CS,InstructPix2Pix: Learning to Follow Image Editing Instructions,2211.09800,ID_NOT_FOUND
CS,Consistency Models,2303.01469,ID_NOT_FOUND
CS,DreamFusion: Text-to-3D using 2D Diffusion,2209.14988,ID_NOT_FOUND
CS,Zero-shot Translation with Multilingual Neural Machine Translation,1611.04558,ID_NOT_FOUND
CS,Whisper: Robust Speech Recognition via Large-Scale Weak Supervision,2212.04356,ID_NOT_FOUND
CS,SeamlessM4T: Massively Multilingual & Multimodal Machine Translation,2308.11596,ID_NOT_FOUND
CS,AudioLM: a Language Modeling Approach to Audio Generation,2209.03143,ID_NOT_FOUND
CS,MusicLM: Generating Music From Text,2301.11325,ID_NOT_FOUND
CS,Neural Codec Language Models are Zero-Shot Text to Speech Synthesizers,2301.02111,VERIFIED
CS,Proximal Policy Optimization Algorithms,1707.06347,VERIFIED
CS,Asynchronous Methods for Deep Reinforcement Learning,1602.01783,VERIFIED
CS,MuJoCo: A physics engine for model-based control,UNKNOWN,NO_ID
CS,Isaac Gym: High Performance GPU-Based Physics Simulation For Robot Learning,2108.10470,ID_NOT_FOUND
CS,Sim2Real View Invariant Visual Servoing by Recurrent Control,1712.07642,ID_NOT_FOUND
CS,Domain Randomization for Transferring Deep Neural Networks from Simulation to the Real World,1703.06907,ID_NOT_FOUND
CS,Learning Dexterous In-Hand Manipulation,1808.00177,ID_NOT_FOUND
CS,RT-1: Robotics Transformer for Real-World Control at Scale,2212.06817,ID_NOT_FOUND
CS,RT-2: Vision-Language-Action Models Transfer Web Knowledge to Robotic Control,2307.15818,ID_NOT_FOUND
CS,SayCan: Do As I Can,UNKNOWN,NO_ID
CS,AnyMAL: An Efficient and Scalable Any-Modality Augmented Language Model,2309.16058,ID_NOT_FOUND
CS,Code Llama: Open Foundation Models for Code,2308.12950,ID_NOT_FOUND
CS,StarCoder: may the source be with you!,2305.06161,ID_NOT_FOUND
CS,DeepSeek-Coder: When the Large Language Model Meets Programming -- The Rise of Code Intelligence,2401.14196,ID_NOT_FOUND
CS,WizardCoder: Empowering Code Large Language Models with Evol-Instruct,2306.08568,ID_NOT_FOUND
Math,On the classification of topological field theories,0905.0465,ID_NOT_FOUND
Math,Higher algebra,UNKNOWN,NO_ID
Math,Higher Topos Theory,math,ID_NOT_FOUND
Math,Derived Algebraic Geometry I: Stable Infinity Categories,math,ID_NOT_FOUND
Math,On the Cobordism Hypothesis,0905.0465,ID_NOT_FOUND
Math,Fukaya Categories and Picard-Lefschetz Theory,UNKNOWN,NO_ID
Math,Mirror Symmetry and Algebraic Geometry,UNKNOWN,NO_ID
Math,Homological Algebra of Mirror Symmetry,math,ID_NOT_FOUND
Math,Tropical Geometry and Mirror Symmetry,UNKNOWN,NO_ID
Math,Symplectic Geometry of Hubbards,UNKNOWN,NO_ID
Math,The Mumford-Tate conjecture for K3 surfaces,UNKNOWN,NO_ID
Math,Motivic Cohomology of Varieties,UNKNOWN,NO_ID
Math,Voevodsky's Proof of the Milnor Conjecture,UNKNOWN,NO_ID
Math,The Bloch-Kato conjecture,UNKNOWN,NO_ID
Math,Categorification of quantum groups,math,ID_NOT_FOUND
Math,Khovanov-Rozansky homology,math,ID_NOT_FOUND
Math,The colored Jones polynomial and the AJ conjecture,UNKNOWN,NO_ID
Math,Kauffman Bracket and the Jones Polynomial,UNKNOWN,NO_ID
Math,Heegaard Floer homology,math,ID_NOT_FOUND
Math,Instanton Floer homology,UNKNOWN,NO_ID
Math,Seiberg-Witten invariants,UNKNOWN,NO_ID
Math,The Willmore Conjecture,1202.6035,ID_NOT_FOUND
Math,Min-max theory and the Willmore conjecture,1202.6035,ID_NOT_FOUND
Math,The Lawson Conjecture,1203.3980,ID_NOT_FOUND
Math,A proof of the Lawson conjecture,1203.3980,ID_NOT_FOUND
Math,The Yau-Tian-Donaldson Conjecture,1210.7494,ID_NOT_FOUND
Math,Kaehler-Einstein metrics on Fano manifolds,1210.7494,ID_NOT_FOUND
Math,Optimal transport and Ricci curvature for metric-measure spaces,math,ID_NOT_FOUND
Math,The regularity of optimal transport maps,UNKNOWN,NO_ID
Math,Monge-Ampere equations and optimal transport,UNKNOWN,NO_ID
Math,De Giorgi conjecture for the Allen-Cahn equation,UNKNOWN,NO_ID
Math,A proof of the De Giorgi conjecture in dimension 8,0810.4594,ID_NOT_FOUND
Math,The fractional Laplacian and the fractional De Giorgi conjecture,UNKNOWN,NO_ID
Math,Weak KAM Theory,UNKNOWN,NO_ID
Math,Random matrices and the Riemann zeta function,math,ID_NOT_FOUND
Math,Tracy-Widom distribution for the largest eigenvalue of random matrices,UNKNOWN,NO_ID
Math,The Kardar-Parisi-Zhang equation and universality class,1207.6905,ID_NOT_FOUND
Math,Solving the KPZ equation,1107.2315,ID_NOT_FOUND
Math,Hairer's theory of regularity structures,1303.5113,ID_NOT_FOUND
Math,Paracontrolled distributions and singular PDEs,1308.2053,ID_NOT_FOUND
Math,Stochastic quantisation of Yang-Mills,UNKNOWN,NO_ID
Math,Schramm-Loewner Evolution (SLE),math,ID_NOT_FOUND
Math,Conformal invariance of planar loop-erased random walks and uniform spanning trees,math,ID_NOT_FOUND
Math,Dimension of the SLE curves,math,ID_NOT_FOUND
Math,Brownian map as the scaling limit of random planar maps,1105.3258,ID_NOT_FOUND
Math,Uniqueness of the Brownian map,1105.4842,ID_NOT_FOUND
Math,Quantum Liouville theory and the DOZZ formula,1401.3624,ID_NOT_FOUND
Math,Gaussian Free Field and its geometry,UNKNOWN,NO_ID
Math,An introduction to the Gaussian Free Field,UNKNOWN,NO_ID
Math,The exact dimension of the Mandelbrot set boundary is 2,UNKNOWN,NO_ID
Math,Local connectivity of the Mandelbrot set at certain parameter values,UNKNOWN,NO_ID
Math,The density of hyperbolicity in one-dimensional dynamics,UNKNOWN,NO_ID
Math,Dynamics of the complex logistic map,UNKNOWN,NO_ID
Math,Renormalization in complex dynamics,UNKNOWN,NO_ID
Math,Pesin's formula for expanding maps,UNKNOWN,NO_ID
Math,The thermodynamic formalism for Anosov diffeomorphisms,UNKNOWN,NO_ID
Math,Ratner's theorems on unipotent flows,UNKNOWN,NO_ID
Math,Measure rigidity for unipotent flows,UNKNOWN,NO_ID
Math,The Margulis lemma and its applications,UNKNOWN,NO_ID
Math,Kazhdan's property (T),UNKNOWN,NO_ID
Math,Expander graphs and their applications,UNKNOWN,NO_ID
Math,Ramanujan graphs and the Lubotzky-Phillips-Sarnak construction,UNKNOWN,NO_ID
Math,The Zig-Zag product of graphs,UNKNOWN,NO_ID
Math,A new proof of the PCP theorem,cs,ID_NOT_FOUND
Math,Unique Games Conjecture,UNKNOWN,NO_ID
Math,The Goemans-Williamson MAX-CUT algorithm,UNKNOWN,NO_ID
Math,Approximation algorithms and semidefinite programming,UNKNOWN,NO_ID
Math,The interior point method for linear programming,UNKNOWN,NO_ID
Math,Smoothed analysis of algorithms,UNKNOWN,NO_ID
Math,The simplex algorithm is polynomial on average,UNKNOWN,NO_ID
Math,The Lovasz local lemma and its algorithmic applications,UNKNOWN,NO_ID
Math,Moser-Tardos algorithm for the Lovasz local lemma,0903.0544,ID_NOT_FOUND
Math,Szemerédi's Regularity Lemma,UNKNOWN,NO_ID
Math,Hypergraph regularity and the removal lemma,math,ID_NOT_FOUND
Math,The strong perfect graph theorem,UNKNOWN,NO_ID
Math,Graph Minors theorems by Robertson and Seymour,UNKNOWN,NO_ID
Math,The Dirac-type theorems for hypergraphs,UNKNOWN,NO_ID
Math,Forcing and the independence of the continuum hypothesis,UNKNOWN,NO_ID
Math,Inner models and large cardinals,UNKNOWN,NO_ID
Math,Determinacy of projective sets from large cardinals,UNKNOWN,NO_ID
Math,A proof of the independence of the axiom of choice,UNKNOWN,NO_ID
Math,The modal logic of provability (Godel-Lob logic),UNKNOWN,NO_ID
Math,On the classification of univalent foundations (Homotopy Type Theory),UNKNOWN,NO_ID
Math,Univalent Foundations of Mathematics,1302.6981,ID_NOT_FOUND
Math,The constructive proof of the Four Color Theorem,UNKNOWN,NO_ID
Math,The formal verification of the odd order theorem,UNKNOWN,NO_ID
Math,Perfectoid spaces,1111.4914,ID_NOT_FOUND
Math,The weight-monodromy conjecture for complete intersections in toric varieties,1111.6385,ID_NOT_FOUND
Math,Galois representations attached to torsion classes in cohomology,1311.4128,ID_NOT_FOUND
Math,On the local Langlands conjecture for p-adic groups,1612.04018,ID_NOT_FOUND
Math,Endoscopy and the Langlands classification,UNKNOWN,NO_ID
Math,The Fundamental Lemma for unitary groups,0801.3507,ID_NOT_FOUND
Math,Stable trace formula and the stabilization problem,UNKNOWN,NO_ID
Math,The geometric representation theory of the Langlands program,UNKNOWN,NO_ID
Math,Categorical local Langlands correspondence,UNKNOWN,NO_ID
Math,Fargues-Fontaine curve and p-adic Hodge theory,UNKNOWN,NO_ID
Math,Prismatic cohomology,1905.05042,ID_NOT_FOUND
Math,Motivic homotopy theory,math,ID_NOT_FOUND
Math,The slice filtration in motivic homotopy theory,UNKNOWN,NO_ID
Math,Equivariant stable homotopy theory,UNKNOWN,NO_ID
Math,The Kervaire invariant one problem,0908.3724,ID_NOT_FOUND
Physics,AdS/CFT Correspondence in lower dimensions,UNKNOWN,NO_ID
Physics,Black Hole Information Paradox and the Firewall,1207.3123,ID_NOT_FOUND
Physics,Holographic Entanglement Entropy,hep-th,ID_NOT_FOUND
Physics,Ryu-Takayanagi Formula and its Extension,0704.2072,ID_NOT_FOUND
Physics,Quantum Error Correction and Holography,1411.7041,ID_NOT_FOUND
Physics,Fast Scramblers and Black Holes,0808.2096,ID_NOT_FOUND
Physics,SYK Model and AdS2 Holography,1604.07818,ID_NOT_FOUND
Physics,Complexity and Action in Black Holes,1509.07876,ID_NOT_FOUND
Physics,Complexity = Volume Conjecture,1406.2678,ID_NOT_FOUND
Physics,The Replica Trick and Islands in Black Holes,1911.11977,ID_NOT_FOUND
Physics,Information content of Hawking radiation,1911.12333,ID_NOT_FOUND
Physics,Page Curve for an Evaporating Black Hole,1905.08762,ID_NOT_FOUND
Physics,Swampland Conjectures in String Theory,1805.10276,ID_NOT_FOUND
Physics,Weak Gravity Conjecture,hep-th,ID_NOT_FOUND
Physics,F-Theory and the Landscape of String Vacua,hep-th,ID_NOT_FOUND
Physics,Statistical Approach to the String Landscape,hep-th,ID_NOT_FOUND
Physics,BICEP2 Results: Cosmological Inflation and Primordial Gravitational Waves,1403.3985,ID_NOT_FOUND
Physics,Constraints on Inflation from Planck,1807.06211,ID_NOT_FOUND
Physics,The History of the Universe from the CMB,UNKNOWN,NO_ID
Physics,Dark Matter Annihilation in the Galactic Center,1402.6703,ID_NOT_FOUND
Physics,LIGO-Virgo discoveries and the Dawn of Multi-Messenger Astronomy,UNKNOWN,NO_ID
Physics,The Event Horizon Telescope: Mapping the M87 Black Hole Magnetic Field,2103.01633,ID_NOT_FOUND
Physics,Fast Radio Bursts: Discovered and Localized,1307.1628,ID_NOT_FOUND
Physics,Detection of Water Vapor in the Atmosphere of a Habitable-Zone Exoplanet,1909.04642,ID_NOT_FOUND
Physics,Confirmation of the Existence of Proxima Centauri b,UNKNOWN,NO_ID
Physics,The TRAPPIST-1 System: Seven Earth-Sized Planets,1703.01424,ID_NOT_FOUND
Physics,Lovelock Gravity and Higher Derivative Theories,UNKNOWN,NO_ID
Physics,Horava-Lifshitz Gravity,0901.3775,ID_NOT_FOUND
Physics,Massive Gravity Theory,1007.0443,ID_NOT_FOUND
Physics,Ghost-free Massive Gravity,1011.1232,ID_NOT_FOUND
Physics,Galileons and the Vainshtein Mechanism,0811.2197,ID_NOT_FOUND
Physics,DGP Braneworld Cosmology,hep-th,ID_NOT_FOUND
Physics,String Gas Cosmology,hep-th,ID_NOT_FOUND
Physics,Loop Quantum Cosmology,gr-qc,ID_NOT_FOUND
Physics,Observation of B-mode Polarization from the SPT,1307.5830,ID_NOT_FOUND
Physics,Quantum Spin Liquids in Kagome Lattices,cond-mat,ID_NOT_FOUND
Physics,Kitaev Model and Anyons on a Torus,cond-mat,ID_NOT_FOUND
Physics,Topological Quantum Computation with Non-Abelian Anyons,quant-ph,ID_NOT_FOUND
Physics,Majorana Fermions in Condensed Matter,1206.1736,ID_NOT_FOUND
Physics,Evidence for Majorana Bound States in Nanowires,1204.2792,ID_NOT_FOUND
Physics,Observation of Weyl Fermions in a Semimetal,1502.04684,ID_NOT_FOUND
Physics,Prediction and Observation of a Type-II Weyl Semimetal,1506.06577,ID_NOT_FOUND
Physics,Twistronics and Magic-Angle Graphene,1803.02342,ID_NOT_FOUND
Physics,Superconductivity in Magic-Angle Bilayer Graphene,1803.02342,ID_NOT_FOUND
Physics,Mott Insulator State in Magic-Angle Graphene,1803.02343,ID_NOT_FOUND
Physics,Observation of Time Crystals,1610.08057,ID_NOT_FOUND
Physics,Discrete Time Crystals: Rigidity,UNKNOWN,NO_ID
Physics,Quantum Many-Body Scrambling and OTOCs,1503.01409,ID_NOT_FOUND
Physics,Experimental Measurement of Out-of-Time-Ordered Correlators,1612.05249,ID_NOT_FOUND
Physics,MBL: Many-Body Localization Phase Transition,1404.0686,ID_NOT_FOUND
Physics,Thermalization and its absence in isolated quantum systems,1404.0686,ID_NOT_FOUND
Physics,Eigenstate Thermalization Hypothesis (ETH),cond-mat,ID_NOT_FOUND
Physics,Quantum Information Scrambling in Ion Traps,1806.01256,ID_NOT_FOUND
Physics,Boson Sampling with Photons,1011.3245,ID_NOT_FOUND
Physics,Experimental Boson Sampling using integrated photonics,1212.0622,ID_NOT_FOUND
Physics,Quantum Supremacy via Boson Sampling,2012.01625,ID_NOT_FOUND
Physics,Photonic Quantum Computer for solving large linear systems,1302.1946,ID_NOT_FOUND
Physics,Quantum Algorithm for Solving Linear Systems of Equations (HHL),0811.3171,ID_NOT_FOUND
Physics,Variational Quantum Eigensolver (VQE),1304.3061,ID_NOT_FOUND
Physics,Quantum Approximate Optimization Algorithm (QAOA),1411.4028,ID_NOT_FOUND
Physics,Hardware-efficient variational quantum eigensolver,1704.05018,ID_NOT_FOUND
Physics,Demonstration of topological data analysis on a quantum processor,1408.3129,ID_NOT_FOUND
Physics,Surface Code Quantum Error Correction,1208.0928,ID_NOT_FOUND
Physics,Realizing Repeated Quantum Error Correction in a Distance-Three Surface Code,2102.06132,ID_NOT_FOUND
Physics,Suppression of Quantum Errors by Scaling a Surface Code Logical Qubit,2207.06431,ID_NOT_FOUND
Physics,Measurement-Device-Independent Quantum Key Distribution,1112.0525,ID_NOT_FOUND
Physics,Micius Satellite: Satellite-Based Quantum Key Distribution,1707.00542,ID_NOT_FOUND
Physics,Entanglement distribution over 1200 kilometers from a satellite,1707.01339,ID_NOT_FOUND
Physics,Observation of CP Violation in the B Meson System,hep-ex,ID_NOT_FOUND
Physics,Discovery of the pentaquark states Pc(4380)+ and Pc(4450)+,1507.03414,ID_NOT_FOUND
Physics,Observation of doubly charmed baryon Xi_cc++,1707.01621,ID_NOT_FOUND
Physics,Measurement of the anomalous magnetic moment of the muon (g-2),2104.03281,ID_NOT_FOUND
Physics,First Results from the Muon g-2 Experiment at Fermilab,2104.03281,ID_NOT_FOUND
Physics,Measurement of the W boson mass at CDF,2204.04705,ID_NOT_FOUND
Physics,Test of Lepton Universality in b decays,1406.6482,ID_NOT_FOUND
Physics,Observation of a new state around 3872 MeV (X(3872)),hep-ex,ID_NOT_FOUND
Physics,The ALFA results on the total cross-section of pp collisions,UNKNOWN,NO_ID
Physics,Observation of the Bottomonium Ground State in Upsilon Decays,UNKNOWN,NO_ID
Physics,Direct limit on the speed of light from gravitational waves,1710.05834,ID_NOT_FOUND
Physics,Constraining the speed of gravity with GW170817,1710.05834,ID_NOT_FOUND
Physics,Limits on axion dark matter from ADMX,1804.05750,ID_NOT_FOUND
Physics,Results from the XENON1T Dark Matter Experiment,1805.12562,ID_NOT_FOUND
Physics,Direct detection constraints on light dark matter,UNKNOWN,NO_ID
Physics,Cosmic Dawn signal and the 21-cm global spectrum,1802.10094,ID_NOT_FOUND
Physics,CHIME Fast Radio Bursts catalog 1,2106.04352,ID_NOT_FOUND
Physics,Localization of a fast radio burst to a host galaxy,1701.01098,ID_NOT_FOUND
Physics,Detection of a fast radio burst from a Galactic magnetar,2005.10828,ID_NOT_FOUND
Physics,The DES Y3 cosmological constraints,2105.13549,ID_NOT_FOUND
Physics,Tension in the Hubble Constant: Is New Physics Required?,1908.03663,ID_NOT_FOUND
Bio,Unsupervised learning of evolutionary landscapes for drug discovery,2101.08331,ID_NOT_FOUND
Bio,Deep learning on graphs for bioinformatics,UNKNOWN,NO_ID
Bio,Geometric Deep Learning for structural bioinformatics,UNKNOWN,NO_ID
Bio,Learning the protein language: Evolution sequence and structure,UNKNOWN,NO_ID
Bio,Unified language models for biological sequence generation,UNKNOWN,NO_ID
Bio,A foundation model for generalizable disease prediction,2301.07681,ID_NOT_FOUND
Bio,Pre-training of graph neural networks for molecules,1905.12265,ID_NOT_FOUND
Bio,Self-supervised graph learning for drug discovery,UNKNOWN,NO_ID
Bio,Molecular graph generation via auto-regressive networks,1802.04364,ID_NOT_FOUND
Bio,Junction Tree Variational Autoencoder for Molecular Graph Generation,1802.04364,ID_NOT_FOUND
Bio,Deep drug repurposing using graph autoencoders,UNKNOWN,NO_ID
Bio,Translating brain activity directly into speech,UNKNOWN,NO_ID
Bio,Neural decoding using large language models,2305.00696,ID_NOT_FOUND
Bio,Semantic reconstruction of continuous language from brain recordings,UNKNOWN,NO_ID
Bio,High-performance brain-to-text communication via handwriting,UNKNOWN,NO_ID
Bio,Causal mapping of the human brain connectome,UNKNOWN,NO_ID
Bio,Generative models of single-cell transcriptomes,1812.01206,ID_NOT_FOUND
Bio,scVI: Deep generative modeling for single-cell transcriptomics,1709.02082,ID_NOT_FOUND
Bio,Transfer learning in single-cell transcriptomics,1910.01791,ID_NOT_FOUND
Bio,Spatially resolved transcriptomics prediction using graph attention,UNKNOWN,NO_ID
Bio,Multi-omics data integration using deep learning,UNKNOWN,NO_ID
Bio,Predicting gene regulatory networks from single-cell data,UNKNOWN,NO_ID
Bio,De novo prediction of RNA-binding proteins,UNKNOWN,NO_ID
Bio,Structure-based virtual screening with deep learning,UNKNOWN,NO_ID
Bio,Equivariant 3D protein structure generation,2205.00880,ID_NOT_FOUND
Bio,Diffusion models for protein sequence to structure generation,UNKNOWN,NO_ID
Bio,Antigen-specific antibody design via deep generative models,2207.08779,ID_NOT_FOUND
Bio,Predicting the effects of all missense variants with deep learning,2309.03577,ID_NOT_FOUND
Bio,Deep mutagenesis prediction via language modeling,2101.07926,ID_NOT_FOUND
Bio,Protein function prediction using graph neural networks,2006.02299,ID_NOT_FOUND
Bio,Deep learning for cryo-EM map resolution enhancement,2004.09556,ID_NOT_FOUND
Bio,Atomic-level cryo-EM maps reconstruction via deep neural networks,UNKNOWN,NO_ID
Bio,Deep learning driven de novo drug design,UNKNOWN,NO_ID
Bio,Predicting off-target effects of CRISPR-Cas9 via deep learning,1806.00224,ID_NOT_FOUND
Bio,Deep learning reveals the language of cancer,UNKNOWN,NO_ID
Bio,Machine learning on tumor mutational burden,UNKNOWN,NO_ID
Bio,Predicting immunotherapy response with deep learning,UNKNOWN,NO_ID
Bio,U-Net: Convolutional Networks for Biomedical Image Segmentation,1505.04597,TITLE_MISMATCH
Bio,Unsupervised anomaly detection in medical imaging,UNKNOWN,NO_ID
Bio,Generative models for synthesizing medical imaging data,UNKNOWN,NO_ID
Bio,Federated learning for multi-center healthcare data,2108.08398,ID_NOT_FOUND
Bio,Self-supervised contrastive learning for medical time series,2109.11051,ID_NOT_FOUND
Bio,Attention mechanisms in clinical natural language processing,UNKNOWN,NO_ID
Bio,Clinical BERT representations for biomedical text mining,1904.05342,ID_NOT_FOUND
Bio,BioBERT: a pre-trained biomedical language representation model,1901.08746,ID_NOT_FOUND
Bio,PubMedBERT: Domain-Specific Language Model Pretraining for Biomedical Natural Language Processing,2007.15779,ID_NOT_FOUND
Bio,Transformers for extracting chemical-protein relations,UNKNOWN,NO_ID
Bio,Knowledge graph embeddings for drug-target interaction,2005.02331,ID_NOT_FOUND
Bio,Predicting synergistic drug combinations via deep learning,UNKNOWN,NO_ID
Bio,End-to-end learning to predict drug interactions,UNKNOWN,NO_ID
Bio,Machine learning for predicting clinical trial outcomes,UNKNOWN,NO_ID
Bio,Deep generative models for therapeutic antibody design,UNKNOWN,NO_ID
Bio,A unified approach for single-cell and spatial transcriptomics,UNKNOWN,NO_ID
Bio,Spatial genomics via multiplexed FISH,UNKNOWN,NO_ID
Bio,Deep learning maps epigenetic modifications,UNKNOWN,NO_ID
