Domain,Title,arXiv_ID,Status
Bio,AlphaFold accelerates structural biology research,2202.13414,ID_NOT_FOUND
Bio,Machine learning prediction of antimicrobial resistance,UNKNOWN,NO_ID
Bio,Deep sequence clustering reveals novel protein families,UNKNOWN,NO_ID
Bio,Using deep networks to decode protein interaction rules,UNKNOWN,NO_ID
Bio,Deep learning characterizes viral evolution architectures,UNKNOWN,NO_ID
Bio,Language models escape viral immune systems,2103.01138,ID_NOT_FOUND
CS,Deep Residual Learning for Image Recognition,1512.03385,TITLE_MISMATCH
CS,Deep Residual Learning for Image Recognition,1512.03385,TITLE_MISMATCH
CS,Scaling Laws for Neural Language Models,2001.08361,VERIFIED
CS,Generative Agents: Interactive Simulacra of Human Behavior,2304.03442,TITLE_MISMATCH
Math,The Millennium Prize Problems,UNKNOWN,NO_ID
Math,A Proof of the Poincare Conjecture,math,ID_NOT_FOUND
Math,The Birch and Swinnerton-Dyer Conjecture for Elliptic Curves over Q,UNKNOWN,NO_ID
Math,Faltings Theorem,UNKNOWN,NO_ID
Math,The Mordell Conjecture,UNKNOWN,NO_ID
Math,Wiles' Proof of Fermat's Last Theorem,UNKNOWN,NO_ID
Math,The Modularity Theorem,UNKNOWN,NO_ID
Math,The Weil Conjectures for Abelian Varieties,UNKNOWN,NO_ID
Math,K-Theory and the Atiyah-Singer Index Theorem,UNKNOWN,NO_ID
Math,Seiberg-Witten Invariants of Four-Manifolds,UNKNOWN,NO_ID
Math,The Donaldson Invariants of Four-Manifolds,UNKNOWN,NO_ID
Math,Floer Homology and Symplectic Topology,UNKNOWN,NO_ID
Math,Khovanov Homology and the Jones Polynomial,math,ID_NOT_FOUND
Math,Kategorification of knot polynomials,UNKNOWN,NO_ID
Math,The Volume Conjecture for knots,UNKNOWN,NO_ID
Math,The AJ Conjecture for knots,UNKNOWN,NO_ID
Math,The Kashaev Invariant of knots,UNKNOWN,NO_ID
Math,The Quantum Invariants of Knots and 3-Manifolds,UNKNOWN,NO_ID
Math,Chern-Simons Theory and Topological Invariants,UNKNOWN,NO_ID
Math,The Witten-Reshetikhin-Turaev Invariants,UNKNOWN,NO_ID
Math,The Geometrization Conjecture of Thurston,UNKNOWN,NO_ID
Math,Ricci Flow with Surgery on 3-Manifolds,math,ID_NOT_FOUND
Math,The Sphere Packing Problem in 8 Dimensions,1603.04246,ID_NOT_FOUND
Math,The Sphere Packing Problem in 24 Dimensions,1603.06518,ID_NOT_FOUND
Math,Universal Optimality of the Leech Lattice,UNKNOWN,NO_ID
Math,The Erdos-Szekeres Theorem in Combinatorial Geometry,UNKNOWN,NO_ID
Math,The Szemeredi Regularity Lemma,UNKNOWN,NO_ID
Math,Green-Tao Theorem on Primes in Arithmetic Progression,UNKNOWN,NO_ID
Math,The Twin Prime Conjecture,UNKNOWN,NO_ID
Math,Yitang Zhang's Bound on Prime Gaps,UNKNOWN,NO_ID
Math,The Polymath Project on Prime Gaps,1407.4890,ID_NOT_FOUND
Math,The ABC Conjecture and Inter-universal Teichmuller Theory,UNKNOWN,NO_ID
Math,Mochizuki's Proof of the ABC Conjecture,UNKNOWN,NO_ID
Math,The PCP Theorem,UNKNOWN,NO_ID
Math,The Unique Games Conjecture,0805.2323,ID_NOT_FOUND
Math,Ramanujan Graphs,UNKNOWN,NO_ID
Math,The Katz-Sarnak Philosophy for L-functions,UNKNOWN,NO_ID
Math,Random Matrix Theory and the Riemann Zeta Function,math,ID_NOT_FOUND
Math,The Montgomery-Odlyzko Law,UNKNOWN,NO_ID
Math,The Tracy-Widom Distribution,UNKNOWN,NO_ID
Math,The Kardar-Parisi-Zhang Universality Class,1207.6905,ID_NOT_FOUND
Math,The KPZ Equation,UNKNOWN,NO_ID
Math,Stochastic Partial Differential Equations,UNKNOWN,NO_ID
Math,Regularity Structures for SPDEs,1303.5113,ID_NOT_FOUND
Math,Martin Hairer's work on SPDEs,UNKNOWN,NO_ID
Math,The Schramm-Loewner Evolution (SLE),math,ID_NOT_FOUND
Math,Conformal Invariance of the critical percolation cluster,UNKNOWN,NO_ID
Math,The Gaussian Free Field,UNKNOWN,NO_ID
Math,Liouville Quantum Gravity,UNKNOWN,NO_ID
Math,The Brownian Map,1105.3258,ID_NOT_FOUND
Math,The resolution of the Cap Set Problem,1605.09223,ID_NOT_FOUND
Math,The Polynomial Method in Combinatorics,UNKNOWN,NO_ID
Math,The Kakeya Conjecture,UNKNOWN,NO_ID
Math,The Restriction Conjecture in Harmonic Analysis,UNKNOWN,NO_ID
Math,The Decoupling Theorem,1405.3567,ID_NOT_FOUND
Math,The Bochner-Riesz Conjecture,UNKNOWN,NO_ID
Math,The Invariant Subspace Problem,UNKNOWN,NO_ID
Math,The Connes Embedding Problem,UNKNOWN,NO_ID
Math,MIP*=RE: A resolution of the Connes Embedding Problem,2001.04383,ID_NOT_FOUND
Math,Tsirelson's Problem in Quantum Information Theory,UNKNOWN,NO_ID
Math,The Sensitivity Conjecture,1907.00847,ID_NOT_FOUND
Math,The Sunflower Lemma Bounds,1908.09327,ID_NOT_FOUND
Math,The Delta-System Lemma,UNKNOWN,NO_ID
Math,The Erdos-Rado Theorem,UNKNOWN,NO_ID
Math,Ramsey Theory on Graphs,UNKNOWN,NO_ID
Math,The Continuum Hypothesis,UNKNOWN,NO_ID
Math,Large Cardinals in Set Theory,UNKNOWN,NO_ID
Math,Projective Determinacy,UNKNOWN,NO_ID
Math,The Axiom of Determinacy,UNKNOWN,NO_ID
Math,Inner Model Theory,UNKNOWN,NO_ID
Math,Core Models in Set Theory,UNKNOWN,NO_ID
Math,The Langlands Program,UNKNOWN,NO_ID
Math,The Geometric Langlands Program,UNKNOWN,NO_ID
Physics,The AdS/CFT Correspondence,hep-th,ID_NOT_FOUND
Physics,The Holographic Principle,hep-th,ID_NOT_FOUND
Physics,Black Hole Thermodynamics,gr-qc,ID_NOT_FOUND
Physics,Hawking Radiation,UNKNOWN,NO_ID
Physics,Black Hole Entropy,UNKNOWN,NO_ID
Physics,The Black Hole Information Paradox,UNKNOWN,NO_ID
Physics,The Firewall Paradox for Black Holes,1207.3123,ID_NOT_FOUND
Physics,Complementarity in Quantum Gravity,UNKNOWN,NO_ID
Physics,String Theory Foundations,UNKNOWN,NO_ID
Physics,M-Theory and Matrix Models,hep-th,ID_NOT_FOUND
Physics,D-Branes in String Theory,UNKNOWN,NO_ID
Physics,T-Duality in String Theory,UNKNOWN,NO_ID
Physics,S-Duality in String Theory,UNKNOWN,NO_ID
Physics,Seiberg-Witten Theory,UNKNOWN,NO_ID
Physics,The Standard Model of Particle Physics,UNKNOWN,NO_ID
Physics,The Discovery of the Higgs Boson,1207.7214,ID_NOT_FOUND
Physics,The Higgs Mechanism,UNKNOWN,NO_ID
Physics,Supersymmetry and the MSSM,UNKNOWN,NO_ID
Physics,The Strong CP Problem,UNKNOWN,NO_ID
Physics,Axions and Dark Matter,UNKNOWN,NO_ID
Physics,WIMPs and Dark Matter Candidates,UNKNOWN,NO_ID
Physics,Direct Detection of Dark Matter,UNKNOWN,NO_ID
Physics,Indirect Detection of Dark Matter,UNKNOWN,NO_ID
Physics,Neutrino Oscillations,hep-ex,ID_NOT_FOUND
Physics,The MSW Effect for Solar Neutrinos,UNKNOWN,NO_ID
Physics,The Daya Bay Reactor Neutrino Experiment,UNKNOWN,NO_ID
Physics,The SNO Solar Neutrino Results,UNKNOWN,NO_ID
Physics,Cosmic Microwave Background Radiation,UNKNOWN,NO_ID
Physics,The WMAP Results on the CMB,UNKNOWN,NO_ID
Physics,The Planck Results on the CMB,1807.06209,ID_NOT_FOUND
Physics,COBE Results and the Anisotropy of the CMB,UNKNOWN,NO_ID
Physics,B-Mode Polarization of the CMB,UNKNOWN,NO_ID
Physics,Cosmic Inflation,UNKNOWN,NO_ID
Physics,Slow-Roll Inflation,UNKNOWN,NO_ID
Physics,Chaotic Inflation,UNKNOWN,NO_ID
Physics,Eternal Inflation,UNKNOWN,NO_ID
Physics,The Multiverse Hypothesis,UNKNOWN,NO_ID
Physics,The Accelerating Universe and Dark Energy,astro-ph,ID_NOT_FOUND
Physics,The Cosmological Constant Problem,astro-ph,ID_NOT_FOUND
Physics,Quintessence and Dark Energy,UNKNOWN,NO_ID
Physics,Modified Gravity Theories,UNKNOWN,NO_ID
Physics,f(R) Gravity,0805.1726,ID_NOT_FOUND
Physics,Gravitational Waves from Binary Black Holes,1602.03837,ID_NOT_FOUND
Physics,Gravitational Waves from Binary Neutron Stars,1710.05832,ID_NOT_FOUND
Physics,Multi-Messenger Astronomy with Gravitational Waves,1710.05833,ID_NOT_FOUND
Physics,The Stochastic Gravitational Wave Background,UNKNOWN,NO_ID
Physics,Pulsar Timing Arrays and Gravitational Waves,2306.16213,ID_NOT_FOUND
Physics,The First Image of a Black Hole,1906.11238,ID_NOT_FOUND
Physics,The Event Horizon Telescope,UNKNOWN,NO_ID
Physics,Supermassive Black Holes at the Center of Galaxies,UNKNOWN,NO_ID
Physics,Active Galactic Nuclei and Quasars,UNKNOWN,NO_ID
Physics,The Formation of Galaxies,UNKNOWN,NO_ID
Physics,Cold Dark Matter Structure Formation,UNKNOWN,NO_ID
Physics,The Hubble Tension,1908.03663,ID_NOT_FOUND
Physics,The S8 Tension in Cosmology,UNKNOWN,NO_ID
Physics,Fast Radio Bursts,1307.1628,ID_NOT_FOUND
Physics,Gamma-Ray Bursts and their Origins,UNKNOWN,NO_ID
Physics,Exoplanet Discoveries with Kepler,UNKNOWN,NO_ID
Physics,The TRAPPIST-1 Exoplanet System,1703.01424,ID_NOT_FOUND
Physics,Biosignatures in Exoplanet Atmospheres,UNKNOWN,NO_ID
Physics,Topological Insulators in 2D and 3D,1008.2026,ID_NOT_FOUND
Physics,The Quantum Spin Hall Effect,cond-mat,ID_NOT_FOUND
Physics,Fractional Quantum Hall Effect,UNKNOWN,NO_ID
Physics,Integer Quantum Hall Effect,UNKNOWN,NO_ID
Physics,Graphene and its Electronic Properties,0902.3208,ID_NOT_FOUND
Physics,Magic-Angle Twisted Bilayer Graphene,1803.02342,ID_NOT_FOUND
Physics,Superconductivity in Twisted Bilayer Graphene,1803.02342,ID_NOT_FOUND
Physics,High-Temperature Superconductivity in Cuprates,UNKNOWN,NO_ID
Physics,Iron-Based Superconductors,0804.4815,ID_NOT_FOUND
Physics,BCS Theory of Superconductivity,UNKNOWN,NO_ID
Physics,Majorana Fermions in Condensed Matter Physics,1206.1736,ID_NOT_FOUND
Physics,Topological Quantum Computation,quant-ph,ID_NOT_FOUND
Physics,Anyons in Fractional Quantum Hall States,UNKNOWN,NO_ID
Physics,Weyl Semimetals,1502.04684,ID_NOT_FOUND
Physics,Dirac Semimetals,UNKNOWN,NO_ID
Physics,Quantum Spin Liquids,cond-mat,ID_NOT_FOUND
Physics,The Kitaev Honeycomb Model,cond-mat,ID_NOT_FOUND
Physics,Quantum Entanglement and Bell Inequalities,quant-ph,ID_NOT_FOUND
Physics,Quantum Teleportation Experiments,quant-ph,ID_NOT_FOUND
Physics,Quantum Key Distribution Algorithms,UNKNOWN,NO_ID
Physics,Peter Shor's Factoring Algorithm,quant-ph,ID_NOT_FOUND
Physics,Lov Grover's Search Algorithm,quant-ph,ID_NOT_FOUND
Physics,Quantum Supremacy on a Programmable Processor,1910.11333,ID_NOT_FOUND
Physics,Surface Codes for Quantum Error Correction,1208.0928,ID_NOT_FOUND
Physics,Fault-Tolerant Quantum Computation,UNKNOWN,NO_ID
Physics,Variational Quantum Eigensolver,1304.3061,ID_NOT_FOUND
Physics,Quantum Approximate Optimization Algorithm,1411.4028,ID_NOT_FOUND
Physics,Boson Sampling with Linear Optics,1011.3245,ID_NOT_FOUND
Physics,Time Crystals in Quantum Systems,1610.08057,ID_NOT_FOUND
Physics,Many-Body Localization,1404.0686,ID_NOT_FOUND
Physics,The Eigenstate Thermalization Hypothesis,cond-mat,ID_NOT_FOUND
Physics,Quantum Chaos and OTOCs,1503.01409,ID_NOT_FOUND
Physics,The Sachdev-Ye-Kitaev Model,1604.07818,ID_NOT_FOUND
Physics,Fluid-Gravity Correspondence,0712.2456,ID_NOT_FOUND
Physics,Viscosity Bound in String Theory,hep-th,ID_NOT_FOUND
Physics,Quark-Gluon Plasma and the RHIC Results,UNKNOWN,NO_ID
Physics,CERN LHC Results on Quark-Gluon Plasma,UNKNOWN,NO_ID
Physics,Lattice QCD Calculations of the Hadron Spectrum,UNKNOWN,NO_ID
Physics,Chiral Perturbation Theory,UNKNOWN,NO_ID
Physics,The Parton Model and Deep Inelastic Scattering,UNKNOWN,NO_ID
Physics,Asymptotic Freedom in QCD,UNKNOWN,NO_ID
Physics,Quantum Electrodynamics Renormalization,UNKNOWN,NO_ID
Physics,The Casimir Effect,UNKNOWN,NO_ID
Physics,Anderson Localization,UNKNOWN,NO_ID
Physics,The Quantum Hall Effect,UNKNOWN,NO_ID
Physics,Bose-Einstein Condensation in Dilute Gases,cond-mat,ID_NOT_FOUND
Physics,Feshbach Resonances in Ultracold Gases,UNKNOWN,NO_ID
Physics,Optical Lattices and Quantum Simulation,UNKNOWN,NO_ID
Physics,Rydberg Atoms for Quantum Information,UNKNOWN,NO_ID
Physics,Cavity Quantum Electrodynamics,UNKNOWN,NO_ID
Physics,Circuit Quantum Electrodynamics,UNKNOWN,NO_ID
Physics,The Transmon Qubit,UNKNOWN,NO_ID
Physics,Flux Qubits,UNKNOWN,NO_ID
Physics,Phase Qubits,UNKNOWN,NO_ID
Physics,Topological Qubits,UNKNOWN,NO_ID
Bio,CRISPR-Cas9 gene editing technology,UNKNOWN,NO_ID
Bio,Base editing: precision genetic alterations,UNKNOWN,NO_ID
Bio,Prime editing: search and replace DNA,UNKNOWN,NO_ID
Bio,Evaluating Large Language Models Trained on Code,2107.03374,TITLE_MISMATCH
Bio,RoseTTAFold for protein interaction,2107.05047,ID_NOT_FOUND
Bio,Single-cell RNA sequencing methodology,UNKNOWN,NO_ID
Bio,Spatial transcriptomics techniques,UNKNOWN,NO_ID
Bio,Deep learning for predicting protein-protein interactions,2111.02815,ID_NOT_FOUND
Bio,Machine learning in precision medicine,UNKNOWN,NO_ID
Bio,DeepBind: Predicting sequence specificities,1508.01259,ID_NOT_FOUND
Bio,DeepSEA: Noncoding variants with deep learning,1508.01259,ID_NOT_FOUND
Bio,Antibiotic discovery using deep learning,UNKNOWN,NO_ID
Bio,ESMFold: Evolutionary Scale Modeling,2207.14255,ID_NOT_FOUND
Bio,DeepVariant for highly accurate genome sequencing,UNKNOWN,NO_ID
Bio,AlphaMissense for variant effects,UNKNOWN,NO_ID
Bio,Learning Transferable Visual Models From Natural Language Supervision,2103.00020,TITLE_MISMATCH
Bio,"""Why Should I Trust You?"": Explaining the Predictions of Any Classifier",1602.04938,TITLE_MISMATCH
Bio,Neural Ordinary Differential Equations,1806.07366,TITLE_MISMATCH
Bio,AlphaFold3: Interactions of protein RNA DNA,UNKNOWN,NO_ID
Bio,Unsupervised learning of evolutionary landscapes,2101.08331,ID_NOT_FOUND
Bio,Unified language models for biological sequences,UNKNOWN,NO_ID
Bio,Semantic reconstruction of continuous language,UNKNOWN,NO_ID
Bio,scVI: Deep generative modeling for transcriptomics,1709.02082,ID_NOT_FOUND
Bio,Predicting the effects of missense variants,2309.03577,ID_NOT_FOUND
Bio,Predicting off-target effects of CRISPR via deep learning,1806.00224,ID_NOT_FOUND
Bio,Federated learning for healthcare data,2108.08398,ID_NOT_FOUND
Bio,BioBERT: a pre-trained biomedical language representation,1901.08746,ID_NOT_FOUND
Bio,PubMedBERT: Domain-Specific Language Model Pretraining,2007.15779,ID_NOT_FOUND
Bio,Unified approach for single-cell spatial transcriptomics,UNKNOWN,NO_ID
Bio,Decoding Neural Networks for Brain-Computer Interfaces,UNKNOWN,NO_ID
Bio,High-throughput functional genomics via machine learning,UNKNOWN,NO_ID
Bio,Deep learning on human genetic variation,UNKNOWN,NO_ID
Bio,Predicting long non-coding RNA functions,UNKNOWN,NO_ID
Bio,Structural biology in the era of AlphaFold,UNKNOWN,NO_ID
Bio,Generative models for DNA sequences,UNKNOWN,NO_ID
Bio,Deciphering the regulatory code of the human genome,UNKNOWN,NO_ID
Bio,Machine learning of cellular responses to perturbations,UNKNOWN,NO_ID
Bio,Integrative modeling of macromolecular assemblies,UNKNOWN,NO_ID
Bio,Deep learning for highly multiplexed tissue imaging,UNKNOWN,NO_ID
Bio,Computational systems biology of cancer,UNKNOWN,NO_ID
Bio,Deep learning approaches to genome editing optimization,UNKNOWN,NO_ID
Bio,Predicting protein structures from multiple sequence alignments,UNKNOWN,NO_ID
Bio,Machine learning for single-cell epigenomics,UNKNOWN,NO_ID
Bio,Modeling RNA structure with deep learning,UNKNOWN,NO_ID
Bio,Deep generative design of antibodies,UNKNOWN,NO_ID
Bio,AI in computational pathology,UNKNOWN,NO_ID
Bio,Machine learning for infectious disease outbreaks,UNKNOWN,NO_ID
Bio,Deep learning of protein conformational ensembles,UNKNOWN,NO_ID
Bio,Language models for regulatory genomics,UNKNOWN,NO_ID
Bio,Automated analysis of biological pathways using AI,UNKNOWN,NO_ID
Bio,AI-driven optimization of synthetic biological circuits,UNKNOWN,NO_ID
Bio,Machine learning for multi-omics biomarker discovery,UNKNOWN,NO_ID
Bio,Predicting drug toxicity via deep learning,UNKNOWN,NO_ID
Bio,Graph neural networks for modeling biological networks,UNKNOWN,NO_ID
Bio,Deep learning for quantitative phenotype prediction,UNKNOWN,NO_ID
Bio,AI for the analysis of spatial transcriptomics,UNKNOWN,NO_ID
Bio,Deep learning models of cellular differentiation,UNKNOWN,NO_ID
Bio,Machine learning in microbiome data analysis,UNKNOWN,NO_ID
Bio,Deep learning for predicting protein-ligand interactions,UNKNOWN,NO_ID
Bio,Generative AI for small molecule drug discovery,UNKNOWN,NO_ID
Bio,AI-assisted proteomics data interpretation,UNKNOWN,NO_ID
Bio,Machine learning for detecting actionable mutations,UNKNOWN,NO_ID
Bio,Deep learning of chromatin accessibility,UNKNOWN,NO_ID
Bio,Predicting transcription factor binding sites via CNNs,UNKNOWN,NO_ID
Bio,Deep learning for interpreting untargeted metabolomics,UNKNOWN,NO_ID
Bio,AI models for personalized medicine,UNKNOWN,NO_ID
Bio,Translating sequences into protein structures,UNKNOWN,NO_ID
Bio,Generative modeling of biological sequence space,UNKNOWN,NO_ID
Bio,Self-assembling protein nanomaterials via computational design,UNKNOWN,NO_ID
Bio,Deep learning architectures for bioinformatics,UNKNOWN,NO_ID
Bio,Reinforcement learning for protein folding,UNKNOWN,NO_ID
Bio,Machine learning predicts drug resistance,UNKNOWN,NO_ID
Bio,Deep sequence models for protein family expansion,UNKNOWN,NO_ID
Bio,Transformers in computational biology,UNKNOWN,NO_ID
Bio,Language-model based prediction of mutation effects,UNKNOWN,NO_ID
Bio,End-to-end biological structure prediction with AI,UNKNOWN,NO_ID
Bio,Deep learning for systems pharmacology,UNKNOWN,NO_ID
Bio,Generative models of complex biomolecular machines,UNKNOWN,NO_ID
Bio,Deep learning directed evolution of enzymes,UNKNOWN,NO_ID
Bio,Artificial intelligence enables structural mapping of the human proteome,UNKNOWN,NO_ID
Bio,Deep models unlock evolutionary conservation,UNKNOWN,NO_ID
Bio,Predicting 3D genome organization with AI,UNKNOWN,NO_ID
Bio,Interpretable deep learning in biosciences,UNKNOWN,NO_ID
Bio,Predicting post-translational modifications,UNKNOWN,NO_ID
Bio,Machine learning analysis of microbiome interactions,UNKNOWN,NO_ID
Bio,Sequence-based prediction of protein aggregation,UNKNOWN,NO_ID
Bio,AI for automated experimental biology,UNKNOWN,NO_ID
Bio,AI synthesis of biomedical research hypotheses,UNKNOWN,NO_ID
Bio,Deep learning of RNA-protein interactions,UNKNOWN,NO_ID
Bio,Network analysis of disease modules with graph models,UNKNOWN,NO_ID
Bio,AI-driven systems medicine,UNKNOWN,NO_ID
Bio,Deep models of epigenetic regulation,UNKNOWN,NO_ID
Bio,Automated extraction of chemical-protein relations,UNKNOWN,NO_ID
Bio,Transformers for extracting genomic relations,UNKNOWN,NO_ID
Bio,Knowledge graphs for multi-target drug discovery,UNKNOWN,NO_ID
Bio,Predicting off-target interactions of new therapeutics,UNKNOWN,NO_ID
Bio,Deep learning decodes the biology of aging,UNKNOWN,NO_ID
Bio,AI models of neurodegeneration,UNKNOWN,NO_ID
Bio,Generative models for novel protein design,UNKNOWN,NO_ID
Bio,Self-supervised learning on genomic sequencing data,UNKNOWN,NO_ID
Bio,AI characterizes unannotated protein structures,UNKNOWN,NO_ID
Bio,Deep learning reveals complex trait heritability,UNKNOWN,NO_ID
Bio,Machine learning of cellular signal transduction,UNKNOWN,NO_ID
Bio,Integrative AI modeling of human physiology,UNKNOWN,NO_ID
Bio,Spatial genomics analysis via deep learning architectures,UNKNOWN,NO_ID
Bio,AI identifies rare disease causal variants,UNKNOWN,NO_ID
Physics,Kibble-Zurek Mechanism Theory,UNKNOWN,NO_ID
Physics,Shor's Algorithm Experimental Verifications,UNKNOWN,NO_ID
Physics,Topological Orders and Edge Excitations formulation,UNKNOWN,NO_ID
Bio,Deep learning approaches to predicting enhancer-promoter interactions,UNKNOWN,NO_ID
Bio,Generative models for DNA sequence design with neural networks,UNKNOWN,NO_ID
Bio,Predictable genome engineering and structural manipulation using CRISPR,UNKNOWN,NO_ID
CS,Transformer-XL: Attentive Language Models Beyond a Fixed-Length Context architectures,1901.02860,ID_NOT_FOUND
CS,Sparse Transformers for Long Contexts,UNKNOWN,NO_ID
CS,Reformer: The Efficient Transformer architecture,2001.04451,ID_NOT_FOUND
CS,Longformer: The Long-Document Transformer mechanism,2004.05150,ID_NOT_FOUND
CS,Linformer: Self-Attention with Linear Complexity scaling,2006.04768,ID_NOT_FOUND
CS,Perceiver: General Perception with Iterative Attention methodology,2103.03206,ID_NOT_FOUND
CS,Perceiver IO: A General Architecture for Structured Inputs and Outputs,2107.14795,ID_NOT_FOUND
CS,A ConvNet for the 2020s paradigm,2201.03545,ID_NOT_FOUND
CS,MLP-Mixer: An all-MLP Architecture for Vision recognition,2105.01601,ID_NOT_FOUND
CS,Masked Autoencoders Are Scalable Vision Learners,2111.06377,VERIFIED
CS,MoCo: Momentum Contrast for Unsupervised Visual Representation Learning system,1911.05722,ID_NOT_FOUND
CS,A Simple Framework for Contrastive Learning of Visual Representations,2002.05709,VERIFIED
CS,BYOL: Bootstrap Your Own Latent A New Approach to Self-Supervised Learning method,2006.07733,ID_NOT_FOUND
Math,Grothendieck's resolution of singularities,UNKNOWN,NO_ID
Math,Fermat's little theorem generalisations,UNKNOWN,NO_ID
Math,Ramanujan's master theorem,UNKNOWN,NO_ID
Math,Euler's formula for complex analysis,UNKNOWN,NO_ID
Math,Cantor's diagonal argument,UNKNOWN,NO_ID
Math,Godel's incompleteness theorems derivations,UNKNOWN,NO_ID
Math,Cohen's forcing in set theory,UNKNOWN,NO_ID
Math,Zermelo-Fraenkel set theory axioms,UNKNOWN,NO_ID
Bio,Transcriptional regulation mechanisms in eukaryotic cells,UNKNOWN,NO_ID
Bio,Epigenetic inheritance and chromatin mechanisms,UNKNOWN,NO_ID
Bio,Non-coding RNAs and their roles in gene regulation,UNKNOWN,NO_ID
Bio,Telomeres and telomerase in aging and cancer,UNKNOWN,NO_ID
Bio,Apoptosis mechanisms and pathways,UNKNOWN,NO_ID
Bio,Autophagy regulation and its significance,UNKNOWN,NO_ID
Bio,Cell cycle regulation and checkpoints,UNKNOWN,NO_ID
Bio,Signal transduction pathways in cellular communication,UNKNOWN,NO_ID
Bio,Mechanisms of membrane transport,UNKNOWN,NO_ID
Bio,ATP generation and mitochondrial function,UNKNOWN,NO_ID
Bio,Photosynthesis mechanisms and light reactions,UNKNOWN,NO_ID
Bio,Nitrogen fixation pathways in bacteria,UNKNOWN,NO_ID
Bio,Mechanisms of DNA replication and repair,UNKNOWN,NO_ID
Bio,Homologous recombination in meiosis,UNKNOWN,NO_ID
Bio,V(D)J recombination in the immune system,UNKNOWN,NO_ID
Bio,Major histocompatibility complex (MHC) mechanisms,UNKNOWN,NO_ID
Bio,T-cell receptor signaling pathways,UNKNOWN,NO_ID
Bio,B-cell activation and antibody production,UNKNOWN,NO_ID
Bio,Innate immune responses and toll-like receptors,UNKNOWN,NO_ID
Bio,Complement system activation pathways,UNKNOWN,NO_ID
Bio,Mechanisms of viral entry and replication,UNKNOWN,NO_ID
Bio,Pathogenesis of bacterial infections,UNKNOWN,NO_ID
Bio,Mechanisms of antibiotic resistance,UNKNOWN,NO_ID
Bio,Quorum sensing in bacterial populations,UNKNOWN,NO_ID
Bio,Biofilm formation and regulation,UNKNOWN,NO_ID
Bio,Mechanisms of fungal pathogenesis,UNKNOWN,NO_ID
Bio,Host-pathogen interactions and defense mechanisms,UNKNOWN,NO_ID
Bio,Mechanisms of neurogenesis and development,UNKNOWN,NO_ID
Bio,Synaptic transmission and plasticity,UNKNOWN,NO_ID
Bio,Long-term potentiation and memory formation,UNKNOWN,NO_ID
Bio,Mechanisms of sensory transduction,UNKNOWN,NO_ID
Bio,Motor control pathways in the central nervous system,UNKNOWN,NO_ID
Bio,Autonomic nervous system regulation,UNKNOWN,NO_ID
Bio,Neuroendocrine regulation and hormone action,UNKNOWN,NO_ID
Bio,Mechanisms of circadian rhythms and sleep,UNKNOWN,NO_ID
Bio,Pathophysiology of neurodegenerative diseases,UNKNOWN,NO_ID
Bio,Mechanisms of psychiatric disorders,UNKNOWN,NO_ID
Bio,Cardiovascular system regulation and function,UNKNOWN,NO_ID
Bio,Respiratory mechanics and gas exchange,UNKNOWN,NO_ID
Bio,Renal physiology and fluid balance,UNKNOWN,NO_ID
Bio,Gastrointestinal motility and digestion,UNKNOWN,NO_ID
Bio,Endocrine system and metabolic regulation,UNKNOWN,NO_ID
Bio,Reproductive system physiology and endocrinology,UNKNOWN,NO_ID
Bio,Mechanisms of muscle contraction,UNKNOWN,NO_ID
Bio,Bone remodeling and calcium homeostasis,UNKNOWN,NO_ID
Bio,Immune system aging and immunosenescence,UNKNOWN,NO_ID
Bio,Cellular mechanisms of aging,UNKNOWN,NO_ID
Bio,Mechanisms of tumor angiogenesis,UNKNOWN,NO_ID
Bio,Metastasis pathways in cancer,UNKNOWN,NO_ID
